curpcliente,nombrecliente,paternocliente,maternocliente,fechanacimiento,estado,ciudad,colonia,calle,numero,codigopostal
UCYK021549APCHKM78,Ardath,McEntee,Colgrave,1999-09-08,Ciudad de México,Hoctun,Hoctun,Loomis,87,69071
LCUP015096KVYKFF20,Wallace,Abry,Fewster,1990-07-11,Aguascalientes,Bolaños,Bolaños,Springview,8,54952
TSHA996110CGQUWD73,Lauren,Custance,Adolf,2001-04-01,Morelos,Juarez,Juarez,Vahlen,14959,58044
WBLX847705NEYMXV72,Normy,Soldan,Ginie,1992-11-29,Michoacán,Acambaro,Acambaro,Sundown,490,55418
GUNS500729CNXOOM96,Helenelizabeth,Piwell,Couttes,1976-04-08,Coahuila de Zaragoza,Chapab,Chapab,Messerschmidt,45,67730
QFOW220555OAHGLR69,Katerine,Basnall,Caddock,1976-06-08,Colima,Paracho,Paracho de Verduzco,Thackeray,8244,75861
XNUP640319OXCXBA97,Benedicta,Jerrom,Bosward,1989-11-08,Guanajuato,Santo Domingo Ingenio,Santo Domingo Ingenio,Buhler,13012,69607
THTQ008114MOKTNG04,Ruprecht,Kitchaside,Kelsell,1998-09-25,Coahuila de Zaragoza,Santa Maria Texcatitlan,Santa Maria Texcatitlan,Elgar,67,32745
BNTL869752IIDXBY54,Conchita,Jerrome,Everiss,1966-12-07,Morelos,Villa de Arista,Villa de Arista,Chive,3,04737
CFGP508147VEUZHD37,Lonee,Risso,Lesor,1995-02-02,Chiapas,San Agustin Tlaxiaca,San Agustin Tlaxiaca,Dottie,97488,90508
CIBN157789SAPVDV23,Auria,Doerrling,Letts,1973-11-21,Campeche,Nuevo Casas Grandes,Nuevo Casas Grandes,Quincy,406,86966
EWXJ504071CAFACM90,Catarina,Vasyutin,Hartfield,1967-11-28,Baja California,Ocuituco,Ocuituco,Buena Vista,3,08293
MKVO637887SUCCQP29,Veronika,Gater,Dimbleby,2003-05-28,Yucatan,San Miguel Huautla,San Miguel Huautla,Carpenter,0363,98088
OXTK164473VZNSWK46,Shelba,Gladstone,Rist,1976-04-18,México,Hueytamalco,Hueytamalco,Forster,012,48413
HHVA189316RKOROD74,Mechelle,Yellowlees,Murfill,1985-07-01,Veracruz de Ignacio de la Llave,Tzintzuntzan,Tzintzuntzan,Crescent Oaks,93,79368
MVSP171977MHYJJU65,Torre,Glantz,Huggin,2004-12-16,Baja California,Tancanhuitz,Tancanhuitz,Bashford,0850,29992
IUHZ820024FBJZVM29,Fawne,Brun,Smurfitt,1978-06-23,Sinaloa,Teul de Gonzalez Ortega,Teul de Gonzalez Ortega,Miller,26873,05888
NGOT989757XDVEEP05,Elspeth,Kidman,Rydeard,1980-12-28,Colima,San Felipe del Progreso,San Felipe del Progreso,Kinsman,3,30819
YJHR234640FLJOOA29,Melonie,McFade,Davsley,1985-05-26,Hidalgo,Mazapil,Mazapil,Truax,448,82034
BVYJ080258CBPIZN47,Gwen,Doge,Shoebridge,1968-01-29,Tlaxcala,San Juan Juquila Vijanos,San Juan Juquila Vijanos,Main,819,32569
LYNQ358544XVWFNP21,Sayre,Musk,Simpkiss,1981-01-05,México,Ignacio de la Llave,Ignacio de la Llave,Banding,222,73580
IGMH121830IVJUBT67,Laraine,Ayris,Giraudo,1983-08-31,Quintana Roo,Xayacatlan de Bravo,Xayacatlan de Bravo,Armistice,1,11428
GFBW116081PBXNET26,Reiko,Benedito,Potbury,2001-08-14,Durango,Santa Cruz Tayata,Santa Cruz Tayata,Brown,2,72706
NXHB816307YBXILH25,Axel,Delgardo,Himsworth,2003-10-12,Yucatan,Cuaxomulco,Cuaxomulco,Hallows,86185,41132
VECP891502HJUQFE48,Clio,Glede,Paule,1997-11-07,Baja California Sur,Sacalum,Sacalum,Sycamore,3158,43930
HDWQ203007UOGCQM41,Lib,McKenny,Fasse,2005-07-02,Ciudad de México,Texcaltitlan,Texcaltitlan,Cordelia,611,48767
JVFK636654BODFMG70,Thomasine,Vaune,Robley,1990-01-17,Baja California,Tepatlaxco de Hidalgo,Tepatlaxco de Hidalgo,Dorton,28,97895
QFTI194933OQVEAX90,Kit,Ghidoli,Pieters,1984-04-30,Baja California,Jilotzingo,Santa Ana Jilotzingo,Old Gate,415,72923
RZYV325579CHEZWK09,Saloma,Darrel,Ripley,1972-11-30,Durango,San Jacinto Tlacotepec,San Jacinto Tlacotepec,Melby,7,62795
JRVV542586RZALBZ75,Brynne,Bayfield,Heaseman,1967-12-14,Aguascalientes,Turicato,Turicato,Sauthoff,4,76275
CYSC446333YKBFMC79,Margery,Godmar,Burgis,2004-03-14,Sonora,Chimaltitan,Chimaltitan,Welch,21173,29031
JKAK892214PKRLUU49,Agace,Tunney,Giovannilli,2002-11-04,Aguascalientes,San Miguel Ahuehuetitlan,San Miguel Ahuehuetitlan,Bellgrove,0336,65835
MGCS166192WWCSCY97,Yank,Stanhope,Yeowell,1992-04-25,Tamaulipas,Saucillo,Saucillo,Bultman,19696,58471
JKJR685621RMKLPH55,Tracie,McKain,Pettingall,1980-07-25,Quintana Roo,Riva Palacio,San Andres,John Wall,18085,07282
UUWL546269BAOQEU90,Waldo,Slimmon,Bigland,1987-05-16,Campeche,San Bartolo Coyotepec,San Bartolo Coyotepec,Stoughton,32014,95345
PKDG598423RMEYHP13,Karrie,Erswell,Kilbride,1974-11-03,Michoacán,Huanusco,Huanusco,Sundown,29,15925
DGAE594069ATBXGO30,Francois,Woodnutt,Antonich,1969-07-06,Tabasco,Ixmiquilpan,Ixmiquilpan,Mallard,6125,30995
KPYI589019OEPUNU12,Uta,Denholm,Kleen,1973-06-19,Sinaloa,Cozumel,Cozumel,Schiller,28,61198
WIMW336391UWHIJP39,Mitch,Hanner,Behn,2006-03-05,Chihuahua,Coyotepec,San Vicente Coyotepec,Prentice,21,80984
XFXQ567034CTPDQP45,Cookie,Creasy,Whytock,1982-02-04,Tamaulipas,Tekit,Tekit,Fuller,46082,43781
IMKZ611330DESZQB19,Electra,Pedrick,Alexandersen,1968-02-06,Morelos,Jitotol,Jitotol,Cambridge,5,51290
JVYT563104PTVCYX64,Abbi,Shaves,McKinna,1970-05-21,Queretaro,Escarcega,Escarcega,Westerfield,17903,52049
LLOU914666ETLCTU95,Nanny,Elbourn,Readshall,1987-11-20,Michoacán,Zacatlan,Zacatlan,Sycamore,0705,14281
QZHV808913CQHIQG47,Branden,Orniz,Warriner,1986-11-17,Queretaro,Moyahua de Estrada,Moyahua de Estrada,Heffernan,814,07290
XBZO785596RNYBBY84,Hilton,Yaxley,Hellicar,1985-08-06,Chihuahua,Amacuzac,Amacuzac,Sunbrook,5047,09209
CUXP944880HQFPQK24,Egan,Whibley,Yakovich,1992-10-02,Colima,Kantunil,Kantunil,Waxwing,3,82570
LXFN815692ZSXSZI61,Jehu,Joyes,Sute,1992-10-17,México,Atizapan de Zaragoza,Ciudad Lopez Mateos,Mcguire,700,81056
YORA191487TEQNOL64,Arvie,Armstead,Hulk,1982-10-05,Tlaxcala,Cheran,Cheran,Scott,381,95799
KJWB322939BRZFGD67,Janina,Guillotin,Jewster,1980-12-16,Chiapas,San Gregorio Atzompa,San Gregorio Atzompa,Roxbury,7,05925
NQKU030026TMYEQI08,Lee,Matches,Vogeller,1966-01-09,Michoacán,Tlalchapa,Tlalchapa,Cordelia,9726,72554
ITQM503646IVRDNA68,Minna,Gillie,Ailmer,1992-07-02,Baja California,Union de Tula,Union de Tula,Fulton,8201,19018
CVOK216489MIGEFV67,Bernardina,Gymblett,McGeouch,1998-03-09,Durango,Atolinga,Atolinga,East,5669,07379
OCKG313607IIILEQ87,Eirena,Baggett,Dmych,1977-04-28,Quintana Roo,Santa Maria Totolapilla,Santa Maria Totolapilla,Golf Course,6317,27521
AWED266293YYPJJV52,Carolyn,Normanton,Aizikov,1993-05-26,Guanajuato,Santa Maria del Tule,Santa Maria del Tule,Algoma,7,29520
ZDRF318076KTJYEZ28,Gabie,Meysham,Bown,2002-06-09,Guanajuato,Tequila,Tequila,Schiller,96572,65251
SETN010839GGIZZI97,Siegfried,Grisdale,Witherow,1982-03-07,Zacatecas,San Antonio Acutla,San Antonio Acutla,Northridge,09387,63177
PNRO934758RWSBXX29,Karlie,Faull,Lumsdon,1968-05-03,Tabasco,Aguililla,Aguililla,Cody,0752,41984
GYAL692371MKSYNJ58,Tildy,Shankle,Warret,1974-06-05,Campeche,Jose Azueta,Villa Azueta,Dunning,59246,15027
DPTN648580AEUXHO12,Xenos,Percival,Humbey,1988-08-19,Michoacán,Mezquital del Oro,Mezquital del Oro,Bayside,42,15132
DMSC486028RZYQQY78,Carolann,Merrywether,Palliser,2003-04-12,Tlaxcala,Tepanco de Lopez,Tepanco de Lopez,Morningstar,2,68676
JFBK345754SAKYTY65,Talbert,Petford,Fishburn,1974-06-27,Tabasco,Jimenez,Jose Mariano Jimenez,Warner,493,99739
ARYQ517840XXCYLT37,Tyrone,Gingel,Skyram,1980-12-24,Veracruz de Ignacio de la Llave,Tierra Blanca,Tierra Blanca,Butternut,6,50761
LFJD166609QVBBME20,Nancie,Weekland,Dillet,1976-08-18,Aguascalientes,Santiago Tapextla,Santiago Tapextla,Rutledge,932,84185
YZOZ861403RGIAUZ59,Siobhan,Drakes,Hawes,1995-08-22,Veracruz de Ignacio de la Llave,La Piedad,La Piedad de Cabadas,Dapin,92002,17672
REJM665919UZGRAC52,Lynnet,Turfs,Morde,2004-08-30,Chihuahua,Tixpehual,Tixpehual,Oak,8550,46551
SKTJ319786EYJZJK62,Lind,McCobb,Baldwin,1972-03-14,Sinaloa,Balancan,Balancan,Rieder,737,04469
BMKA853117FBXXWJ15,Lura,Byrd,Baldacco,1992-06-04,Nayarit,Ixtlahuacan,Ixtlahuacan,Marquette,50503,53478
RQAV213740TOZISM54,Alejoa,Skettles,Feirn,1997-11-18,Coahuila de Zaragoza,Jilotepec,Jilotepec,Emmet,20616,90727
USRG252515YDVNXM89,Tomasine,Denney,Doyle,1995-03-05,Coahuila de Zaragoza,Del Nayar,Jesus Maria,Pankratz,88493,39776
ZUPT532374MUUEBA40,Dante,MacGiolla Pheadair,Inkster,1965-04-10,Yucatan,Santiago Jocotepec,Monte Negro,Holy Cross,66602,67762
XJNB321038QBDWJJ87,Latrena,Pley,Wurst,1978-01-27,Tabasco,Jalpan,Jalpan,Menomonie,4,25665
FSMZ728147SVVKSP79,Chrysler,Feare,Hinstock,1984-09-23,Veracruz de Ignacio de la Llave,San Jeronimo Tlacochahuaya,San Jeronimo Tlacochahuaya,Rieder,78,08961
EHTP819767YUMEFP88,Marten,Spon,Cana,1971-01-13,Queretaro,Tlalpujahua,Tlalpujahua de Rayon,Old Gate,663,58755
RWUB646944FJAIES82,Florentia,Grigore,Gillopp,1992-07-09,Queretaro,Amatenango del Valle,Amatenango del Valle,Spaight,8,98761
VOQT739616MVPDDG88,Adriane,Schiefersten,McReath,1980-04-21,Sinaloa,Soledad de Graciano Sanchez,Soledad de Graciano Sanchez,Ludington,67,51339
ROOI543833UCOKCP83,Ermina,Muckeen,Easterbrook,1977-08-31,Colima,Chietla,Chietla,7th,02876,55008
NYJR445231OMSVDA36,Ekaterina,Whiten,Hassett,1973-04-03,Sonora,Chiconcuac,Chiconcuac de Juarez,Washington,1,16365
RVTR152224KPCYPL14,Cherilyn,Osgodby,Kyllford,1983-05-23,Baja California,Pungarabato,Ciudad Altamirano,Huxley,2,43752
RMWO277446OTBBYP99,Jewelle,Durno,Proven,1965-09-14,Puebla,Parras,Parras de la Fuente,Main,8,18931
VFOO237796YKXJCQ84,Faustine,Sandlin,MacGillreich,1976-11-02,Baja California,Chavinda,Chavinda,Ridgeview,2306,97169
JXIP536597XBVCGC85,Eddy,Chipps,Runciman,1998-10-21,Aguascalientes,Calcahualco,Calcahualco,Duke,3,03106
LYDR463658TYEATZ57,Davina,O'Brian,Carle,1972-08-24,Hidalgo,Tangamandapio,Santiago Tangamandapio,Nobel,093,84828
OUAL025797BRGJGO64,Colas,Gateland,Cornwell,1995-02-13,Tlaxcala,Santiago Nacaltepec,Santiago Nacaltepec,Grim,458,15686
RLIA257330IQXRWO90,Fianna,Blight,Snape,1985-03-28,San Luis Potosi,Jacona,Jacona de Plancarte,Lakewood,92,39645
DGQE539848CKNKYV27,Del,Fannon,Mulvenna,2001-04-20,Guanajuato,Axochiapan,Axochiapan,Petterle,0,06810
OPEJ491588YKCGDL93,Sharona,Fenna,Ghelardi,1974-09-13,Aguascalientes,Villa Tejupam de la Union,Villa Tejupam de la Union,Fulton,1,61026
MHKM840305WQOHSL83,Ashlee,Niese,McMoyer,1999-07-29,Oaxaca,Navojoa,Navojoa,Mandrake,65550,75759
ISZR757660FAACNX03,Verina,Vaugham,Bowers,1967-12-09,Puebla,Valle de Juarez,Valle de Juarez,Main,94,13411
VKNF812014KEJXDQ80,Levy,Ilyushkin,Armsden,2000-01-18,México,San Nicolas Hidalgo,San Nicolas Hidalgo,Cambridge,66,56940
SOHA836631GQKNZA19,Arty,Wloch,Dingle,1998-07-11,Oaxaca,Villa de Chilapa de Diaz,Villa de Chilapa de Diaz,Buell,62,62952
MENV407174VVLNFF43,Bobby,Webland,Bobasch,1969-04-02,Durango,Tianguismanalco,Tianguismanalco,Linden,6344,03255
TRMR373182FKECYZ52,Rockwell,Jameson,Thebes,1974-02-21,Sonora,Chalchihuitan,Chalchihuitan,Novick,16149,80721
BFDG087520KCDRWD77,Marabel,Cardwell,Saffell,2004-01-28,Coahuila de Zaragoza,Progreso,Progreso,Forest,2,44568
GNHI447841UCQKRM65,Clifford,Mishow,Chick,1965-08-12,Nayarit,Zumpango,Zumpango de Ocampo,Jackson,4176,05777
QSPS430647FXLRFT35,Issi,Flexman,Phil,1973-09-02,Hidalgo,Santa Catarina Yosonotu,Santa Catarina Yosonotu,Corscot,9107,47781
UHKV348461FVKNIA11,Anita,Pahler,Growden,1998-02-14,México,Acula,Acula,Sage,43705,88669
XZLH753710CQNOVE55,Farleigh,Worham,Noel,1984-11-21,San Luis Potosi,San Miguel del Rio,San Miguel del Rio,Sundown,021,40828
WMGQ309074NOVOCO73,Brewster,Dalley,Polly,1998-08-07,Hidalgo,Cuauhtemoc,Cuauhtemoc,Waxwing,1707,49893
VOXA660235TLONHP88,Scotti,Queenborough,McCurdy,1989-05-24,Guerrero,El Carmen,Carmen,Bunting,5,93481
IVED528033GGTUKV00,Melesa,Storah,Hatcher,2004-10-05,Chiapas,Xochiatipan,Xochiatipan,Mandrake,82,02677
LPFO798844UDZCKJ92,Camille,Winterbourne,Padbury,1974-05-31,Tabasco,San Pedro Juchatengo,San Pedro Juchatengo,Clove,529,31646
BSZU839003WMXDLH34,Armstrong,Senett,Farquarson,1971-05-02,Nuevo Leon,Cocotitlan,Cocotitlan,Moulton,7845,39035
QEXC370715ARRXOD36,Fons,Beach,MacGillacolm,1965-04-22,Veracruz de Ignacio de la Llave,Huamantla,Huamantla,Nancy,7,15898
GKRR771047JXRHAK27,Roma,Smerdon,Ionn,1989-05-21,Tlaxcala,San Juan Evangelista,San Juan Evangelista,Old Gate,4,36298
JBZU655294FLMDZM32,Rani,Lynskey,Dempster,1993-07-01,Guanajuato,Temosachic,Temosachic,Tennessee,67777,08278
ZEDD721358PVOENA08,Benjamin,Paintain,Pheazey,1979-04-14,Veracruz de Ignacio de la Llave,Mama,Mama,Armistice,9,93509
TBJS152562KJQHPT59,Lorilee,de Guise,Barbey,1968-01-26,Nayarit,Santiago Matatlan,Santiago Matatlan,Lukken,6,90954
DSGD069153LEZNDO11,Merrel,Padginton,Coventon,1981-09-25,Nuevo Leon,Soltepec,Soltepec,Northview,49684,39280
MBHZ610925BASPAU61,Jane,Rapp,Brownsword,1972-06-03,Campeche,Tepelmeme Villa de Morelos,Tepelmeme Villa de Morelos,Duke,4,92705
GMCJ306653NYBRHR56,Sid,Lidyard,Peschet,1998-08-02,Chihuahua,San Pedro Yucunama,San Pedro Yucunama,Westport,034,82437
AZAT689844KSOHFJ63,Jay,Rankin,Vaines,1996-10-07,Chiapas,Mier y Noriega,Mier y Noriega,Daystar,573,27775
WKPB488841EIZNCU27,Leticia,Bredes,Belhomme,1976-08-07,Tabasco,Frontera Comalapa,Frontera Comalapa,Luster,980,21268
FVIJ281621FVLHUO52,Sayers,Douce,Beed,1977-02-17,Chiapas,Huatusco,Huatusco de Chicuellar,Anderson,42556,52984
OJTN183513WBWGSK08,Bertrand,Rishworth,Hatherill,1986-09-02,Jalisco,Copainala,Copainala,Vernon,0,42010
UGNJ987923MPGQZN60,Markos,Jandak,Runchman,1980-03-31,México,Cardenas,Cardenas,Becker,53,67806
OEBT065198HQCEZJ94,Claudell,Jiracek,Grinley,1972-04-19,México,Huehuetoca,Huehuetoca,Armistice,52,71350
RHEX850877KXGLWB61,Gayla,Fisbey,Laing,1975-02-15,Michoacán,Armadillo de los Infante,Armadillo de los Infante,Park Meadow,77652,05769
XEKM916890NVYAQF76,Jerri,Orred,Steeples,1991-04-15,Coahuila de Zaragoza,Atoyac,Atoyac,Sycamore,327,96933
ROJG966657KETVOX72,Worth,Fyldes,Everley,1984-03-01,Ciudad de México,Tarimbaro,Tarimbaro,Sugar,2390,23702
XFZG221893AFAVML67,Theobald,Dregan,Brane,1997-11-06,Chiapas,Santiago Huauclilla,Santiago Huauclilla,American Ash,319,68218
VXGS243926AWYSHL57,Roddie,Gregolin,Reolfo,1980-06-13,Tlaxcala,Sacramento,Sacramento,Bultman,12921,08021
WNBK707334FUUYZP46,Ingamar,Rugiero,Jinda,1982-05-27,Puebla,Santiago Jamiltepec,Santiago Jamiltepec,Westport,09213,21188
ZEZL833958SGSHJU86,Clare,Feenan,Veeler,1976-09-13,Sonora,Nuevo Morelos,Nuevo Morelos,Crowley,9657,71957
QXYA745710RZPOSU15,Cassius,Piddington,Conen,1973-05-07,Guanajuato,Texistepec,Texistepec,Vidon,9,21799
ZMXH617505EJOBUK78,Lidia,Brasener,Busain,1971-07-21,Tamaulipas,Ixmatlahuacan,Ixmatlahuacan,Dennis,581,35400
OYBD192339SHFLOO18,Danila,Pleat,Pfleger,2001-05-24,Veracruz de Ignacio de la Llave,Mulege,Santa Rosalia,Manufacturers,47,44971
URSK003473LMMFWX21,Romona,Slessor,Brikner,1988-09-05,Queretaro,San Miguel Panixtlahuaca,San Miguel Panixtlahuaca,Eggendart,4077,27352
PPDY400718BZXPPH27,Reta,Overil,Tiley,1966-02-22,Aguascalientes,Ramos Arizpe,Ramos Arizpe,Lillian,76479,69210
NRNE143437JLPUWP90,Hermy,Fonzone,Brumhead,1984-10-09,Tlaxcala,Banamichi,Banamichi,Kingsford,6,64849
XEMS236361FPRVJC98,Korey,Viccars,Barhems,1982-09-19,Hidalgo,Francisco I. Madero,Francisco I. Madero (Chavez),Londonderry,3562,36121
NWQM916002JEKLVM74,Norrie,Langdale,Pulbrook,1980-01-28,Coahuila de Zaragoza,Apaxtla,Ciudad Apaxtla de Castrejon,Old Shore,4,45988
TPQJ817418YVXDEU40,Minny,Threadgill,Treneer,1985-11-27,Jalisco,Santa Catarina,Santa Catarina,Fieldstone,74519,26612
WWIP217629CUZNTW86,Alli,Hebborn,O'Collopy,2000-06-01,San Luis Potosi,Kaua,Kaua,Grasskamp,47,66910
ICVT422406YSIWLD02,Raquel,Tuma,Le Noury,1967-05-18,Baja California Sur,Texcoco,Texcoco de Mora,Cordelia,07,92891
DDHX611503WSFUSI36,Wayne,Gatherer,Pammenter,1967-09-24,Sonora,Gonzalez,Gonzalez,Springs,20,29562
QMIW477199HUDARX23,Malva,McCroary,Altofts,1982-01-07,México,Bacum,Bacum,Heath,98831,99995
SFJJ119836IQUGCQ75,Ursa,Holhouse,Fawson,1976-03-20,Puebla,Tekax,Tekax de alvaro Obregon,Ruskin,9204,71339
SKCO104195QMENTM00,Selene,Mouncey,Scarrisbrick,1996-03-11,Hidalgo,San Andres Ixtlahuaca,San Andres Ixtlahuaca,Merrick,67520,79213
FNMU082518EXEMTD67,Lynnea,Fold,Heinl,1966-02-12,Aguascalientes,El Salto,El Salto,Waywood,64942,52099
AFYM001767DNYDUT99,Ewell,Seiller,Lyddyard,2003-08-30,Hidalgo,Ascension,Ascension,Mendota,7677,58706
FGFU588677RNTPGD12,Aryn,Patty,Thurlbourne,1988-05-25,San Luis Potosi,Citlaltepetl,Citlaltepec,Fairview,823,16795
GCQI144552MOADFT76,Albertine,Zappel,Annear,1999-09-12,Michoacán,Macuspana,Macuspana,Maple,2,41723
XRXG560043ALLBZV32,Jacques,Marvin,Benedettini,1994-04-21,Jalisco,Santa Catarina Mechoacan,Santa Catarina Mechoacan,Karstens,4200,25206
DBZO497728JIMRTX54,Smitty,Stitcher,Fanthom,1984-08-04,Chihuahua,"Heroica Villa Tezoatlan de Segura y Luna, Cuna de la Independencia de Oaxaca","Heroica Villa Tezoatlan de Segura y Luna, Cuna de la Independencia de Oaxaca",Corry,04473,07728
YHVY970948GDGUED80,Bryn,Townley,Bowart,1989-01-20,Sinaloa,San Pedro y San Pablo Ayutla,San Pedro y San Pablo Ayutla,Jana,05,78232
JCRH000234TSJKVR95,Dante,Hayman,Cleall,1983-11-07,Chiapas,Tlanchinol,Tlanchinol,Saint Paul,52177,43119
PKQB727458HYMCZG21,Creigh,O'Cahsedy,Marcroft,1969-12-06,Sonora,San Juan Ihualtepec,San Juan Ihualtepec,Lillian,853,91984
WWTV285433MBVZWC52,Jerome,Tome,Hazeley,2003-04-12,Nuevo Leon,Huitziltepec,Santa Clara Huitziltepec,Moland,49472,17910
NNDT307438HVDHLI30,Minda,Ivanusyev,Bruyet,1965-10-16,Chihuahua,El Salvador,El Salvador,Northfield,97,48518
KTKS924368OEDROJ84,Helenka,Olifard,Blissett,1980-01-08,Sinaloa,Amatenango de la Frontera,Amatenango de la Frontera,Anzinger,58910,21167
TJIH014219HHZLLT08,Amby,Denney,Cockhill,2005-08-30,Quintana Roo,Tepeaca,Tepeaca,Talisman,5,29259
FMWV838568RKIWQY20,Reginauld,Tregiddo,Dayley,2002-01-04,Veracruz de Ignacio de la Llave,Tampacan,Tampacan,Harbort,860,07198
FCAC722533MBSSKM05,Vernon,Tallquist,Perkins,1972-01-11,Sinaloa,San Juan Sayultepec,San Juan Sayultepec,Cardinal,90,63229
SFZS149155EGSGGM96,Lora,Karpeev,Durek,1975-04-10,Queretaro,Santa Catarina,Santa Catarina,Elgar,3763,79152
NNHJ546431YOOSSP74,Anya,Antic,Sworne,1998-01-08,Oaxaca,Catemaco,Catemaco,Merrick,7657,78096
ZDAY478877TPIFFK51,Deanne,Eberle,Cyson,2004-02-06,Queretaro,San Nicolas Tolentino,San Nicolas Tolentino,Anthes,58941,29437
BRHY428670SAUIBU90,Phylis,Feria,Avrasin,1971-09-25,Baja California,Tunkas,Tunkas,Vahlen,8846,63968
OABP456903CQGQEY88,Codi,Legrand,Hathorn,1970-08-21,Tlaxcala,San Esteban Atatlahuca,San Esteban Atatlahuca,Arrowood,06162,51022
JZIL671611DMAEKJ70,Tim,Mounfield,Immings,1986-03-06,Guanajuato,Temascaltepec,Temascaltepec de Gonzalez,Chive,4,81173
ZNRM037584UXCFWX94,Friedrich,Gronaver,Heater,1981-11-07,Hidalgo,Zacualpan,Zacualpan,Emmet,68460,49375
TANY214305YRHIAW79,Kenton,Grayshan,Gullivent,1967-03-21,Baja California Sur,Teocuitatlan de Corona,Teocuitatlan de Corona,Buell,491,70851
IMKP518070EFQZQB32,Jameson,Thraves,Glanz,1975-09-24,Coahuila de Zaragoza,San Juan Achiutla,San Juan Achiutla,Stone Corner,9636,11415
BHVP014650PUACKO15,Damien,Ewart,Chaffen,2001-03-01,Tlaxcala,Papalotla,Papalotla,Jana,9,93312
GDLL185982MWVGQK65,Elton,Vears,McCurley,1997-01-17,Durango,Ebano,Ebano,Hollow Ridge,021,60213
XNZM364642NASFRB75,Ginelle,Clears,Godding,1978-12-31,Tlaxcala,Tlaltenango,Tlaltenango,Burning Wood,60,51747
CZLD348885GMTMCO32,Marcella,Kerry,Piwall,1973-05-10,Hidalgo,Villa de alvarez,Ciudad de Villa de alvarez,Starling,4,45906
HRLP378167FOEEFI28,Camella,Bristo,Itter,1965-09-07,Guanajuato,San Cristobal de la Barranca,San Cristobal de la Barranca,Northland,432,81140
QQQD893571RFCOUQ86,Patrizia,Caville,Dumblton,1981-10-16,Nuevo Leon,Carmen,Ciudad del Carmen,Orin,60,83817
AENL684941QOKPKA71,Janice,Anslow,Daws,1982-02-23,Nuevo Leon,San Juan Teposcolula,San Juan Teposcolula,Sherman,9134,99423
ZYTQ446145WEATJY18,Raina,Adshead,Philipeau,1973-10-29,Guanajuato,Jocotepec,Jocotepec,Alpine,3,26750
GVUO697256XXOBRW46,Pen,Huntriss,Vanelli,2000-02-10,Veracruz de Ignacio de la Llave,Hidalgo,Hidalgo,Hallows,822,94773
INMN615944YWYGRO97,Grove,Renak,Dukes,1980-02-26,Nuevo Leon,Ucu,Ucu,Blackbird,570,91250
ETOL969098ZUXLQL90,Ange,Kemwal,Brigshaw,1987-08-03,Quintana Roo,Cuautepec,Cuautepec,Grasskamp,7284,25920
UOJF359532FBLQUD52,Gertie,Rackley,Parriss,1979-07-26,Quintana Roo,Angel Albino Corzo,Jaltenango de la Paz (Angel Albino Corzo),Hansons,19804,13003
KEUM875769IIQRTL22,Birdie,Revill,Bleiman,1991-11-16,Tlaxcala,Nealtican,San Buenaventura Nealtican,Rusk,293,11434
GWAW396177HOAVFA18,Bradford,Fieldstone,Lidington,1976-12-09,Campeche,Rincon de Romos,Rincon de Romos,Schmedeman,927,77788
UPJR236066TYUDAX88,Tremayne,Geroldo,Pelerin,1967-12-13,Hidalgo,San Miguel Tlacotepec,San Miguel Tlacotepec,Onsgard,5,47259
XMEB711464AVBZRN46,Siegfried,Doxsey,Babonau,1972-05-07,Zacatecas,Pabellon de Arteaga,Pabellon de Arteaga,Mallard,748,24957
BKZQ449966SNRMWX97,Austin,Blagbrough,Marcombe,1999-09-19,Colima,Tumbiscatio,Tumbiscatio de Ruiz,Parkside,7442,21110
RTYY814098LJQJWG25,Egon,Noyce,Smeath,2001-07-10,Tlaxcala,Magdalena Teitipac,Magdalena Teitipac,Ronald Regan,5270,74663
ZICB591690KKXRSU22,Hollie,Geleman,Bessett,1993-06-07,Baja California Sur,San Francisco Tlapancingo,San Francisco Tlapancingo,Holmberg,56025,74183
RJXP067912QXSLFR28,Sherry,Gallahar,Dimitriou,1966-05-11,Campeche,Tapalapa,Tapalapa,Northridge,470,90212
IZKX718716VHAMYU87,Deb,Ambrogioni,Kyncl,1965-02-02,Durango,Tamazunchale,Tamazunchale,Lukken,4710,43342
ROXP920459FZTZER58,Leopold,Lyle,Dubery,1975-03-19,Queretaro,Lazaro Cardenas,Kantunilkin,Claremont,0572,12776
UAQM123584PIVWDV23,Maurie,Cornick,Pennini,2000-10-18,Quintana Roo,Texcalyacac,San Mateo Texcalyacac,Kensington,4435,85115
SZTW584899GYCHWY14,Sabra,Schroder,Greest,1994-04-24,Nayarit,Rio Bravo,Ciudad Rio Bravo,Westerfield,37,21267
DVEO509214MRDSIW74,Hali,Scohier,Stickels,1993-02-09,Tamaulipas,Angostura,Angostura,Armistice,81,69752
MESP126540UUIWDQ50,Helli,Starkings,Kesterton,1974-12-20,Yucatan,Ayutla,Ayutla,Butterfield,84,40123
BRYO691448MMSKTS28,Clarisse,Giffkins,Have,1988-10-07,Queretaro,Tampico Alto,Tampico Alto,Kropf,82,54991
HLMO713806YOYZGF76,Wynny,Primrose,Wheelband,1965-02-23,Baja California,Coxcatlan,Coxcatlan,Hermina,3,56257
VILF017837UESIZT66,Guillemette,Peirone,Thurlby,1986-12-01,San Luis Potosi,Las Vigas de Ramirez,Las Vigas de Ramirez,Arizona,82081,65600
