curpgerente,idsucursal,nombregerente,paternogerente,maternogerente,fechanacimiento,estado,ciudad,colonia,calle,numero,codigopostal
UGRU411394RWIUNG05,S-00014,Elsey,Tratton,O'Tierney,1977-10-06,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Tony,167,36540
RTWA506972HUBPXQ28,S-00014,Randene,Mordin,Ellicombe,1999-11-30,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Ruskin,549,07285
SSRC205499VWWPVY03,S-00009,Tiphanie,Fenty,Jossel,1974-01-25,Chihuahua,Juan Aldama,Juan Aldama,Spohn,695,97308
XVAO703452YJFODV64,S-00006,Mignon,Hartwell,Cochran,1992-12-23,Baja California,Tijuana,Tijuana,Laurel,790,77339
KEJS235539VHFVYQ25,S-00007,Norbie,Cohani,Heintsch,1983-02-09,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Walton,169,11354
YYLV455184WEZQPQ27,S-00004,Jilli,McSharry,Coils,1998-01-20,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Delaware,181,87248
FDLN621605WFFQWE26,S-00012,Antonia,Tabbernor,McIsaac,1992-06-13,Morelos,Cuernavaca,Cuernavaca,Duke,253,51909
BMPT967183UCRBZG16,S-00013,Matteo,Marling,Reignolds,1978-01-18,Campeche,Champoton,Champoton,Towne,362,45660
TVSQ517613SMZNEV22,S-00010,Susanetta,Cammell,Jobson,1980-03-19,Guerrero,Copala,Copala,Myrtle,103,72769
OVVR112376HGSONK50,S-00008,Beniamino,Trassler,Apted,1991-05-24,Oaxaca,El Espinal,El Espinal,Vidon,673,00932
LOQA745296JYVFVJ90,S-00005,Redford,Hatherleigh,Lampens,1979-05-04,Nuevo Leon,Pesqueria,Pesqueria,Dryden,110,01773
UETF890387KJWDUH69,S-00010,Lynde,Reay,Borrett,1996-03-22,Guerrero,Copala,Copala,Westerfield,315,21245
PMHF533839QBOYNC97,S-00007,Rivalee,Dalli,Heater,1997-12-16,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Del Sol,457,95524
RALQ538529LDPYEP26,S-00008,Amalee,Bromage,Tendahl,1995-01-09,Oaxaca,El Espinal,El Espinal,Darwin,883,04922
MYFK064789OETUTR81,S-00001,Alberta,Davall,Meller,1972-03-12,Distrito Federal,N/A,Churubusco,Bashford,435,98066
QQQW729716KRVUMJ39,S-00013,Eudora,Cudworth,Talkington,1981-06-21,Campeche,Champoton,Champoton,Nancy,508,97885
OMTM089043CSKKVM92,S-00001,Roberto,Tanslie,Lightbourn,1999-04-16,Distrito Federal,N/A,Churubusco,Red Cloud,090,01946
DHAL198500LJNJQW90,S-00010,Baldwin,Lipsett,Scholtis,1974-04-19,Guerrero,Copala,Copala,Corben,889,06209
DGYX988377RYIAUX64,S-00014,Hetti,Velte,Gooley,1971-05-21,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Longview,924,20975
UGKH764607XQWWAA70,S-00006,Jeniffer,Swannack,Enterlein,1994-01-18,Baja California,Tijuana,Tijuana,Sachs,332,01005
SYPO364974BGACTI12,S-00006,Lisle,Plewes,Cubuzzi,2000-04-14,Baja California,Tijuana,Tijuana,Glacier Hill,456,61510
NMMI889975QHBNCQ01,S-00002,Rosalynd,Gouldsmith,Wornham,1971-06-05,Aguascalientes,Palo Alto,Palo Alto,Arkansas,307,29025
FRFV636067ULNPXL65,S-00003,Conway,Jenoure,Strothers,1986-05-21,Queretaro,Peñamiller,Peñamiller,Northwestern,342,72614
XBIE797576CISEHV07,S-00004,Anson,Frazier,Aikenhead,1990-06-16,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Scoville,373,63869
NESA200964UVWZRH77,S-00008,Melisandra,Tefft,Kiellor,1982-07-09,Oaxaca,El Espinal,El Espinal,Loomis,686,07708
MYTB428082TZOEZO79,S-00011,Bartel,Riddoch,Brugsma,1993-09-30,Coahuila de Zaragoza,Lamadrid,Lamadrid,Prairie Rose,262,22486
QCKO148468GMRIWF50,S-00014,Kirstyn,Benz,Pellamont,1985-01-31,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Elmside,886,61463
YWNM676797XHAZLY39,S-00009,Trent,Nulty,Kobke,1975-12-14,Chihuahua,Juan Aldama,Juan Aldama,Crownhardt,077,37849
KOQH424656ICPWLN50,S-00002,Anstice,Medland,Noni,1987-04-30,Aguascalientes,Palo Alto,Palo Alto,Saint Paul,223,74151
XPIX073243EQFVYI07,S-00002,Dory,Swansborough,Yearn,1976-08-04,Aguascalientes,Palo Alto,Palo Alto,Arapahoe,103,78650
GDIF084348DDOUEJ10,S-00012,Riki,Gilbank,Summons,1998-11-10,Morelos,Cuernavaca,Cuernavaca,Weeping Birch,123,43809
TRIE475356WIJFYU14,S-00012,Garold,Brookton,Budik,1976-03-08,Morelos,Cuernavaca,Cuernavaca,Saint Paul,356,07365
HHKP347135OAIWAA45,S-00011,Gaye,Cartmell,Shipton,1987-03-30,Coahuila de Zaragoza,Lamadrid,Lamadrid,Garrison,493,41154
WHFH170915PWAWEZ73,S-00011,Clark,Vasiliev,Suckling,1970-08-12,Coahuila de Zaragoza,Lamadrid,Lamadrid,Carpenter,419,65900
ZBAV777506XGFZYT46,S-00007,Matthiew,Boddis,Revans,1979-10-17,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Veith,173,32819
VRMV329073CSYSQZ37,S-00014,Melantha,De Vries,Sember,1978-02-17,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Schmedeman,091,51715
AEFX168701TVXUGJ44,S-00011,Nance,Rief,Brownbridge,1993-04-27,Coahuila de Zaragoza,Lamadrid,Lamadrid,Myrtle,269,46641
MZJT378235OHDOBB33,S-00007,Barr,Beresford,Drakers,1974-02-25,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Elgar,926,51309
RCMH074559OCOCRM29,S-00009,Salomone,Tench,Orchart,1988-08-07,Chihuahua,Juan Aldama,Juan Aldama,Marquette,319,15402
CTXT972365HJREBR43,S-00006,Roanne,Pagden,Stammers,1978-06-26,Baja California,Tijuana,Tijuana,Ryan,722,06945
BHTO421687TKFLNZ81,S-00004,Allister,MacCourt,Melmoth,1989-10-19,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Mosinee,197,55223
XIKG856741EBPATR21,S-00002,Viviana,Sim,Pidgin,1980-05-06,Aguascalientes,Palo Alto,Palo Alto,American Ash,972,83564
QZLB647782CHZXWZ10,S-00007,Dina,Showte,Delph,1989-04-03,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Darwin,607,43822
PECG002936EJPABB16,S-00001,Darby,Tongue,Screen,1977-11-12,Distrito Federal,N/A,Churubusco,Eastlawn,038,15725
ZGEQ222604BEASOE42,S-00002,Lennard,Schrir,Nabbs,1973-06-21,Aguascalientes,Palo Alto,Palo Alto,Victoria,162,73358
HJZJ521807XSBFJZ65,S-00004,Chariot,Rochester,Beckley,1996-03-29,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Memorial,777,19511
ZLCK621456YHLJZG56,S-00009,Aprilette,Torrijos,Alfuso,1987-08-11,Chihuahua,Juan Aldama,Juan Aldama,Kings,946,51483
LKCB983029ELPPGA71,S-00004,Mordecai,Billows,Frith,1974-05-05,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Aberg,232,96275
SCFJ714492TTZZBO39,S-00001,Lolita,Overall,Cavie,1984-09-26,Distrito Federal,N/A,Churubusco,Green,418,44026
UHHF124297IBIKYC74,S-00010,Jephthah,Duny,Sheed,1977-08-05,Guerrero,Copala,Copala,Tennyson,850,36290
HFBX491681YHUTCD81,S-00005,Jemimah,Dreier,Guilliland,1971-12-17,Nuevo Leon,Pesqueria,Pesqueria,Nancy,485,14718
QBEL881838STETVR33,S-00004,Berton,Plows,Agronski,1979-05-09,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Dottie,834,00301
GMGH649918LKGHBE67,S-00014,Xenia,Risdale,Fawdrie,1986-12-12,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Pepper Wood,841,05262
VNPA603467QLOTHR17,S-00012,Donnie,Nibley,Alchin,1982-07-12,Morelos,Cuernavaca,Cuernavaca,Ridgeview,089,83966
EHQC292418ZKZJCI32,S-00011,Vina,Argabrite,Gainsbury,1976-07-27,Coahuila de Zaragoza,Lamadrid,Lamadrid,Hazelcrest,843,82656
ZLYR786319MYHKTI93,S-00003,Cameron,Wilks,Langan,1984-12-04,Queretaro,Peñamiller,Peñamiller,Carpenter,218,94858
FHNV960698CYEMWX60,S-00015,Moselle,Lynock,Kid,1988-08-31,Hidalgo,Pachuca de Soto,Pachuca de Soto,Morning,571,65108
MEPG002028ZVEDLH36,S-00005,Jamie,Elis,Benoiton,1993-12-19,Nuevo Leon,Pesqueria,Pesqueria,Ilene,550,22945
DRTR669664QRCNMO09,S-00013,Jock,Corringham,Overstone,1983-10-29,Campeche,Champoton,Champoton,Monument,792,55927
FDQL647910RJUJEI92,S-00002,Jasmine,Vern,Hullock,1973-03-12,Aguascalientes,Palo Alto,Palo Alto,Mendota,915,47538
CWWA806339SCPUEN27,S-00006,Karalee,Darragon,Pickersgill,1987-07-01,Baja California,Tijuana,Tijuana,Kensington,422,63364
VXJN009288ZIZDZS59,S-00002,Emmalynn,Mayger,O'Hallagan,1993-02-05,Aguascalientes,Palo Alto,Palo Alto,Jenifer,169,88126
SMDA339768NAIWUV15,S-00004,Madge,Drinkall,Bannell,1975-01-27,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,4th,932,03373
MMZZ332754IPLHCO24,S-00006,Ramon,Wedgbrow,Castanie,1977-03-20,Baja California,Tijuana,Tijuana,Fordem,081,86207
ZNIC631825EBHCLR95,S-00007,Breanne,Beaconsall,Alyonov,1979-11-26,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Farragut,086,03004
NGPZ645582AFDRKS13,S-00012,Harlene,Stroband,Forrington,1979-06-05,Morelos,Cuernavaca,Cuernavaca,8th,837,56568
YMIG483345HDCDKX92,S-00008,Brinna,Nehl,Lebarree,1990-07-16,Oaxaca,El Espinal,El Espinal,Westend,905,62055
NRJZ876072HEUOGM55,S-00011,Floris,Brookwell,Prettjohn,1996-09-26,Coahuila de Zaragoza,Lamadrid,Lamadrid,Petterle,966,59217
QGJB500716NVKNDX55,S-00005,Julie,Dictus,Dietz,1973-02-02,Nuevo Leon,Pesqueria,Pesqueria,Havey,773,50858
MISS091388YISHIJ60,S-00005,Haven,Halegarth,Verman,1976-01-30,Nuevo Leon,Pesqueria,Pesqueria,Derek,333,75365
VJJB096995IAWABA43,S-00008,Gerry,Joyson,Werny,1975-12-19,Oaxaca,El Espinal,El Espinal,Luster,527,23168
BIXS414488UNVWVX12,S-00012,Delly,Fortescue,Daye,1997-06-10,Morelos,Cuernavaca,Cuernavaca,Derek,387,46979
IXTD510417XPWYJX37,S-00010,Clair,O'Halloran,Fearnyough,1977-05-18,Guerrero,Copala,Copala,Thompson,898,80040
TSGD244288GUOTNQ07,S-00003,Sallyanne,Gimson,Capsey,1986-07-03,Queretaro,Peñamiller,Peñamiller,Dayton,600,81505
VSJQ565577XYNEFT75,S-00001,Janaya,O' Donohue,Raggett,1998-05-14,Distrito Federal,N/A,Churubusco,Elgar,893,79157
NZIR256370WNVPRH79,S-00012,Joy,Rosina,Jordison,1981-07-06,Morelos,Cuernavaca,Cuernavaca,Wayridge,599,48401
DHWD136238JLPWEM26,S-00001,Aida,Stribbling,Tompkins,1976-12-06,Distrito Federal,N/A,Churubusco,Nelson,475,88535
RRLQ137302FOPXQY42,S-00011,Julian,Pyper,Zwicker,1983-09-11,Coahuila de Zaragoza,Lamadrid,Lamadrid,Shopko,783,59850
QQZF615134KNGJOV78,S-00004,Neely,Krzyzowski,D'Adamo,1982-11-19,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Buena Vista,604,27124
CZLF835876SNZJLS68,S-00005,Kerstin,Yakubovics,Burgill,1976-06-20,Nuevo Leon,Pesqueria,Pesqueria,Miller,802,37764
KGJJ285461EYDLGK56,S-00002,Marshal,Jauncey,Brunnstein,1993-05-18,Aguascalientes,Palo Alto,Palo Alto,Delladonna,490,47307
CLDH461205COTSRI94,S-00014,Alyson,Desaur,Beetham,1976-02-22,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Killdeer,295,94837
LAAO973577XIKFLD09,S-00009,Gisela,Wisson,Stitt,1985-03-11,Chihuahua,Juan Aldama,Juan Aldama,Larry,633,40316
UXIW965311UIOBXC35,S-00006,Beale,Soars,Brashier,1996-05-05,Baja California,Tijuana,Tijuana,Center,794,43956
KOZU420045PWKMKH57,S-00001,Winny,Minget,Collins,1975-11-03,Distrito Federal,N/A,Churubusco,Bluejay,557,11152
FSKS994783EHFBWE30,S-00012,Frannie,McKellen,Poveleye,1998-10-05,Morelos,Cuernavaca,Cuernavaca,Heath,178,51397
GFDT148370RVDTVC89,S-00008,Ophelia,Cocke,MacKean,1971-06-17,Oaxaca,El Espinal,El Espinal,Donald,364,12568
VCVC317036AGMXGY81,S-00001,Gleda,Cockett,Tarquinio,1982-08-31,Distrito Federal,N/A,Churubusco,Annamark,696,57845
ZOUO910770RVLKAQ61,S-00010,Gillie,Standen,Jeenes,1975-11-11,Guerrero,Copala,Copala,Hauk,159,54568
MAKL852468KAEASC08,S-00015,Lou,Ever,Rebillard,1976-02-29,Hidalgo,Pachuca de Soto,Pachuca de Soto,Homewood,871,34955
OGIP769206RDYGNU58,S-00003,Cory,Clee,Brunon,1987-08-24,Queretaro,Peñamiller,Peñamiller,Porter,831,87391
PIZN906694PXBPCK27,S-00015,Olag,Smiley,Rodolphe,1998-03-06,Hidalgo,Pachuca de Soto,Pachuca de Soto,Melvin,634,48660
NRMQ191262WJDQUS14,S-00008,Tish,de Najera,Marcinkus,1985-11-11,Oaxaca,El Espinal,El Espinal,Springview,450,35371
LYZW789310YLCJOD48,S-00002,Ephrayim,Soreau,Aldus,1988-10-20,Aguascalientes,Palo Alto,Palo Alto,Schlimgen,446,92112
UGRE440742JOIYJW42,S-00006,Mortie,Sibary,Filippazzo,1979-07-28,Baja California,Tijuana,Tijuana,Darwin,654,81937
RZMR033221HCGKCI43,S-00009,Cherin,Stirzaker,Sentinella,1996-01-29,Chihuahua,Juan Aldama,Juan Aldama,Pond,139,08122
IJFB081279QLNUFV25,S-00011,Gaspard,Vakhrushev,Biasini,1984-10-27,Coahuila de Zaragoza,Lamadrid,Lamadrid,Old Shore,112,14194
BTJI013929THLHIB46,S-00004,Steffie,Perryman,Gillicuddy,1974-07-28,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Morningstar,287,48054
VUUU432512NQDMGU55,S-00003,Halli,Frisdick,Dumphy,1984-06-16,Queretaro,Peñamiller,Peñamiller,Dennis,529,05834
MGDK593819GIPQIO53,S-00009,Fedora,Orbon,Placido,1991-06-23,Chihuahua,Juan Aldama,Juan Aldama,Sage,802,71254
OXIO963537VIMCGK65,S-00006,Addy,Blum,Faveryear,1997-12-01,Baja California,Tijuana,Tijuana,Evergreen,955,70363
QUOJ983335MKEEDR59,S-00004,Kaile,McGilbon,Leon,1984-12-09,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Merrick,697,33625
ECJU894228BPTYCM76,S-00002,Toni,Stroban,Goult,1995-02-23,Aguascalientes,Palo Alto,Palo Alto,Glacier Hill,777,69364
LAIB005633YJZKWH04,S-00010,Delphine,MacNess,Hedylstone,1997-08-30,Guerrero,Copala,Copala,Northland,028,29259
AHYR745177NSUNDS23,S-00007,Latia,Scollan,O' Hanvey,1980-12-11,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Armistice,190,23278
QDYS267408EDGZJN29,S-00005,Clayson,O'Siaghail,Carwardine,1975-03-13,Nuevo Leon,Pesqueria,Pesqueria,Bluejay,952,93710
ZCDD854378YCYCAM07,S-00003,Garvey,Skyrm,Woodberry,1981-07-19,Queretaro,Peñamiller,Peñamiller,Prairie Rose,948,98259
OTEF682905YMMKLG63,S-00014,Nevin,McKintosh,Ungerer,1979-01-08,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Drewry,984,32377
UKEE731860VHGAJG30,S-00006,Abigale,Theml,Rapsey,1987-03-16,Baja California,Tijuana,Tijuana,Roth,721,73747
UMWW800959BOGDOK06,S-00012,Gerick,Rubinowitz,Ianiello,1974-07-08,Morelos,Cuernavaca,Cuernavaca,Sugar,102,74063
SYYB244525XXQQYE23,S-00015,Emlyn,Roobottom,Gidman,1970-07-09,Hidalgo,Pachuca de Soto,Pachuca de Soto,Prairie Rose,374,89424
DABM110826BQLVWR87,S-00003,Goran,Lodeke,Pikett,1995-11-17,Queretaro,Peñamiller,Peñamiller,Moulton,871,85571
JLYC095947TSFBGH41,S-00008,Holly-anne,O'Cullinane,Beszant,1989-06-25,Oaxaca,El Espinal,El Espinal,Lunder,782,70560
IXKD759194OECFZL95,S-00013,Jorrie,Gallaccio,Rowen,1974-03-01,Campeche,Champoton,Champoton,Blackbird,534,00581
CYXQ047619XKRYMJ58,S-00002,Kore,Downton,Burd,1988-03-26,Aguascalientes,Palo Alto,Palo Alto,Bellgrove,918,36846
AGQT808862KNVVPB11,S-00012,Aurora,Gauden,Newens,1975-07-01,Morelos,Cuernavaca,Cuernavaca,Northridge,718,50956
OEET193960GNHIQS71,S-00002,Caty,Stoving,De Gregoli,1983-12-29,Aguascalientes,Palo Alto,Palo Alto,Vernon,404,29933
GAVZ698032MHDMVL90,S-00011,Lana,Lackham,Champley,1997-10-11,Coahuila de Zaragoza,Lamadrid,Lamadrid,Esch,363,00259
AOFX152892XLZNTM17,S-00007,Haydon,Nelhams,Andras,1984-01-17,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,8th,913,24266
RSTV216244LIPFWN80,S-00005,Madeleine,Grosvener,Fancourt,1985-08-21,Nuevo Leon,Pesqueria,Pesqueria,Shelley,171,70486
SNHY040579NVJCRY67,S-00003,Rica,Gravey,Vaudrey,1971-01-02,Queretaro,Peñamiller,Peñamiller,Northport,084,59264
SUZA664615PTRIIV56,S-00014,Appolonia,Grinin,Pedwell,1973-12-28,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Crowley,766,65660
PYOH271505RRAGSO43,S-00013,Kathi,Madre,Robardley,1985-06-19,Campeche,Champoton,Champoton,Logan,186,74105
IFHH566138KICHPU35,S-00010,Melinda,Ioannou,O'Shiels,1975-02-16,Guerrero,Copala,Copala,Mayfield,566,10061
YOGY006554SPZCVC89,S-00011,Merrielle,Davidovic,Bellerby,1990-02-05,Coahuila de Zaragoza,Lamadrid,Lamadrid,Lakewood Gardens,181,32368
STNF553460YSCYML65,S-00007,Glyn,Donoghue,Gunter,1976-07-13,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Monument,873,97552
RJRY597229OEYCIK80,S-00002,Dominica,Tasker,Bossel,1971-07-09,Aguascalientes,Palo Alto,Palo Alto,Bartillon,738,17533
KABQ321535LNCRFZ74,S-00002,Esther,Dallyn,Tregent,1984-10-05,Aguascalientes,Palo Alto,Palo Alto,Lake View,146,42796
RXTL008405LFVJMH14,S-00006,Jaimie,MacCulloch,Isles,1971-02-24,Baja California,Tijuana,Tijuana,Colorado,461,30275
TAKZ602321TMVBDB46,S-00006,Ambrose,Davenhall,Attwell,1994-01-03,Baja California,Tijuana,Tijuana,Bashford,036,47161
PABM059438RLGOBV36,S-00003,Jordain,Rowth,Keets,1973-06-25,Queretaro,Peñamiller,Peñamiller,Logan,235,24527
NWLW796922LUJLVC73,S-00006,Andriette,Gargett,Tough,1996-12-29,Baja California,Tijuana,Tijuana,Green Ridge,145,03919
EWWR922161AXTRAH17,S-00001,Lissa,Fader,Philpott,1973-09-21,Distrito Federal,N/A,Churubusco,Fulton,997,69966
DABE157892MCXPEY41,S-00004,Casandra,Tirrey,Vallentine,1984-01-09,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Kings,017,01821
QDLO878958TBUPPF02,S-00009,Hilario,Overy,Anthony,1984-09-30,Chihuahua,Juan Aldama,Juan Aldama,Bultman,110,62632
UUGK856574OAKTYW72,S-00014,Patrica,Cator,Briston,1992-03-11,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Dryden,793,92436
YNVP213643UHCRHL05,S-00005,Susie,Peyro,Woolvett,1983-01-02,Nuevo Leon,Pesqueria,Pesqueria,Almo,345,91908
PICM296394ZDNSZT10,S-00004,Brittan,Iacovuzzi,McMurthy,1980-06-27,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Truax,002,12114
GTZH244080ETXEIV27,S-00005,Valma,Dyson,Hucklesby,1997-11-25,Nuevo Leon,Pesqueria,Pesqueria,Lyons,935,08046
OSMY994619GNNEFQ83,S-00002,Anica,Curzey,Melladew,1983-12-03,Aguascalientes,Palo Alto,Palo Alto,Shasta,305,12608
BCKG314079UEJHUU72,S-00007,Bruce,Tanser,Avraham,1972-07-31,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Killdeer,507,30938
ZCPR024751ZXAJLU61,S-00015,Dion,Hughland,Schukraft,1993-02-21,Hidalgo,Pachuca de Soto,Pachuca de Soto,Pond,212,23652
KUVQ468789IUBLKG67,S-00003,Justina,Branch,Corain,1980-01-30,Queretaro,Peñamiller,Peñamiller,Haas,749,61368
ITYP816992IORTTZ40,S-00012,Fleur,Deshon,Gallone,1988-10-07,Morelos,Cuernavaca,Cuernavaca,Fisk,569,65518
VUGL075254JRJPIB61,S-00002,Nissa,Chalkly,Howells,1978-02-17,Aguascalientes,Palo Alto,Palo Alto,Cherokee,267,79307
GFXO032068QSQLPN38,S-00013,Garvin,Barry,Gifkins,1985-03-18,Campeche,Champoton,Champoton,Carioca,706,27288
SDLX294648JTQMFR49,S-00007,Ashia,Sahlstrom,Folger,1997-11-08,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Almo,042,12347
DAMF855245WKMTVI10,S-00014,Ferguson,Donaho,Ellesworthe,1996-08-06,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Reindahl,797,89880
VXLW553866MNZZUG64,S-00013,Stan,McCuaig,Claibourn,1986-02-15,Campeche,Champoton,Champoton,6th,613,04529
LOKY004315PWDVHJ34,S-00002,Royal,Reinhart,Smye,1998-04-24,Aguascalientes,Palo Alto,Palo Alto,Carberry,067,98447
SRAV590563ZWUCPO57,S-00004,Kev,Sinney,Oxborough,1999-02-01,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Kedzie,130,20896
QAMG467528PMRKMM34,S-00008,Paton,Sporrij,Acory,1980-07-23,Oaxaca,El Espinal,El Espinal,Dorton,913,61873
OMON886351DGXEUL89,S-00003,Gloriane,Huller,Tordoff,1976-10-02,Queretaro,Peñamiller,Peñamiller,Sullivan,580,36844
WGQL451814INXOCQ75,S-00008,Adelind,Lyptrade,Caldero,1989-05-25,Oaxaca,El Espinal,El Espinal,Chinook,770,14685
DMVV498144JZHELC18,S-00003,Becki,Laws,Bywater,1989-06-16,Queretaro,Peñamiller,Peñamiller,Kings,674,21716
PVSY325497LBLAUA47,S-00002,Nadean,Kettlestringes,Lydster,1992-08-18,Aguascalientes,Palo Alto,Palo Alto,Rockefeller,190,72322
EYHX389114OOAHMH30,S-00003,Kearney,Boot,Red,1982-02-23,Queretaro,Peñamiller,Peñamiller,Ryan,375,28270
HHFI414462REDMOE42,S-00009,Ken,Tegler,Jefferd,1993-01-09,Chihuahua,Juan Aldama,Juan Aldama,Springs,572,80782
IPOZ750964GFIOIL76,S-00006,Sybyl,Hunnybun,Nossent,1986-04-23,Baja California,Tijuana,Tijuana,Prairieview,239,63764
EJOB807139CEEZPY10,S-00006,Berk,Ughelli,Boraston,1981-08-03,Baja California,Tijuana,Tijuana,Forest Run,095,20759
JHXR036713BCEDGD58,S-00003,Bryn,Gillie,Mattingley,1977-07-27,Queretaro,Peñamiller,Peñamiller,Oak,808,56118
FJEO031710SNJVVH23,S-00005,Irita,O'Hannigan,Cowl,1997-11-17,Nuevo Leon,Pesqueria,Pesqueria,Golden Leaf,573,72458
EMGY948057OCAFSM86,S-00012,Goldi,Renne,Sumshon,1994-04-18,Morelos,Cuernavaca,Cuernavaca,Novick,267,24986
BMWV948741JTYROC18,S-00009,Deloris,Hallworth,Drysdell,1996-05-30,Chihuahua,Juan Aldama,Juan Aldama,Elmside,395,07195
JAXZ201048ZEUGXO65,S-00015,Rebecca,Horry,Sygroves,1997-07-08,Hidalgo,Pachuca de Soto,Pachuca de Soto,6th,689,92737
YENT779564SDZEPD78,S-00014,Berna,Armin,Loudwell,1995-05-18,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Springs,071,55991
PKHZ499193MMHAOD21,S-00005,Gillian,Cheale,Ockwell,1998-12-12,Nuevo Leon,Pesqueria,Pesqueria,Carey,430,57817
CDUA084329UFZSQV24,S-00014,Martguerita,Branston,Meriguet,1979-10-10,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Glacier Hill,351,42266
OXGA128888YGPBNC34,S-00006,Roxana,Gandey,Beedham,1989-06-21,Baja California,Tijuana,Tijuana,Independence,830,61073
CAEA774831LTTSKL89,S-00010,Consuela,Baly,Cinelli,1977-04-11,Guerrero,Copala,Copala,Melrose,621,36318
ZDCB958239LTVARI21,S-00007,Kellie,Pecey,Kyle,1985-01-08,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Jana,099,43764
ISXV673689EYZAZL32,S-00008,Link,Baseke,Moughtin,1982-04-25,Oaxaca,El Espinal,El Espinal,Melody,847,03518
REQY144221QVENGA88,S-00007,Kathie,Brennon,Coundley,1981-09-07,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Barby,994,66217
APUN158513SPDMZT05,S-00003,Yetty,Congreave,Chappell,1976-08-19,Queretaro,Peñamiller,Peñamiller,Bartelt,699,50439
EURE555939SFVZEE21,S-00011,Gretna,Aitchinson,Valentelli,1986-01-20,Coahuila de Zaragoza,Lamadrid,Lamadrid,Banding,384,93639
EDRP901214VJKALT06,S-00008,Tobye,Wisham,Cluer,1994-07-16,Oaxaca,El Espinal,El Espinal,Maryland,027,84959
THCV219915FRPGYA97,S-00003,Terry,Beney,Letertre,1990-01-10,Queretaro,Peñamiller,Peñamiller,Sugar,414,38281
GGMV408238PABSAW60,S-00001,Dee,Landell,Gillow,1980-11-12,Distrito Federal,N/A,Churubusco,Hansons,642,33316
CAZW580426DOMTOZ64,S-00009,Shelden,Sanper,Stonebridge,1981-04-14,Chihuahua,Juan Aldama,Juan Aldama,Sullivan,300,45235
PRMF149665JZWNDH73,S-00014,Cordell,Ireson,Haestier,2000-01-30,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Eastlawn,522,13570
JCOD797644DSELIJ32,S-00014,Ora,Winsbury,Cockshott,1975-08-26,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Vahlen,361,30870
VIKL368553VRXUFE98,S-00001,Anitra,Sains,Crabtree,1970-12-18,Distrito Federal,N/A,Churubusco,Butterfield,234,90059
QVRO745288PNRLLU35,S-00012,Lenna,Kewley,Goare,1983-01-14,Morelos,Cuernavaca,Cuernavaca,Hagan,378,65959
YJPB609675PQGCWS91,S-00014,Steffi,Matchitt,Le Hucquet,1999-11-04,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Glendale,641,69812
EFGD232361EXSNLS24,S-00012,Katina,Laurant,Danis,1990-06-23,Morelos,Cuernavaca,Cuernavaca,Cordelia,069,51440
WNUX189343FZCXGH96,S-00007,Vida,Edgeson,Redfern,1990-08-31,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Hudson,514,93169
