curpencargado,idsucursal,nombreencargado,paternoencargado,maternoencargado,fechanacimiento,estado,ciudad,colonia,calle,numero,codigopostal
LANV107985XUSWUN28,S-00010,Timothea,Velareal,Handyside,1986-01-04,Guerrero,Copala,Copala,5 de Mayo,63,69179
MDJI917348VBOYZL87,S-00010,Blaire,Sottell,Eathorne,1971-08-31,Guerrero,Copala,Copala,5 de Mayo,63,69179
OENU270650QTKDSG81,S-00003,Leona,Holworth,Trumble,1971-09-29,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
PGCB396764FFHUIC63,S-00010,Helyn,Wilcock,Draco,1972-05-23,Guerrero,Copala,Copala,5 de Mayo,63,69179
JGNU208142JERCUZ72,S-00014,Pierce,Barneville,Greswell,1986-11-03,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
BRCQ545868OGLEUM48,S-00002,Kayne,McCadden,Arnatt,1984-08-25,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
LTDB584706GQNBOI73,S-00004,Job,Booty,Lamberteschi,1985-01-07,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
ACNE785814IAYOHP21,S-00004,Miguelita,Rigard,Fromont,1972-01-29,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
KIXG848669BFGREU22,S-00006,Gregg,Bunt,Filippello,2003-05-30,Baja California,Tijuana,Tijuana,Ignacio,52,49282
CRKV518316VSEIWJ09,S-00014,Fraze,Alleyn,Langer,1989-03-09,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
QHDZ174144ANAVZE75,S-00015,Jens,Satford,Cream,1975-09-07,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
GOHG997725EBDBYF35,S-00011,Rafael,Burman,Parkyns,1988-05-02,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
GEMX517552SUQAPB66,S-00004,Gibb,Raeburn,Dowson,2004-03-21,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
NXAH735416OKKRID76,S-00009,Giorgio,Arnould,Spuffard,1991-04-12,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
AVBM930665NTWKVD31,S-00002,Brooks,Carlet,Friend,1996-03-18,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
CLLE309258LPSKTK67,S-00011,Edy,Gillon,Caret,1979-06-03,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
WGPI538460XKZEVP42,S-00004,Clint,Denial,Ledamun,2003-09-04,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
ZLZV148288OJQQOM37,S-00005,Stephanie,Ivashkin,Dearl,1993-03-22,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
NDUT890230VYCWCG92,S-00001,Dot,Dreng,Aslott,1992-04-08,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
IIIZ753336GNYCDQ56,S-00008,Ashla,Ghioni,Buttel,1996-02-21,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
GSAU030944JEHHJV62,S-00005,Vonny,Mendes,Stut,1987-11-30,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
TXDV723831ZJBLIJ79,S-00010,Kaja,Block,Chillistone,1985-01-22,Guerrero,Copala,Copala,5 de Mayo,63,69179
RTKI895967CJOHSV73,S-00015,Blakeley,Airlie,De Winton,1972-04-09,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
YOQX628718SNWSDE68,S-00009,Nomi,Sneaker,Stapford,1994-04-26,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
SKMQ974477NNTBYL71,S-00004,Rosalie,Tatchell,Kennion,1976-04-13,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
ZPSQ313834XZDYUU94,S-00012,Evania,Rockhill,Faas,1997-10-31,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
PIXF628121RFVEMU17,S-00009,Jeromy,Scholler,Lemon,1997-06-28,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
KLTH285763LHCITW45,S-00012,Tiff,Campes,Amyes,1989-07-18,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
UTSX214115XECIDV32,S-00009,Darline,Bragginton,Clac,1989-07-17,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
FNRH771491ZRGYZE17,S-00012,Anne,Fayer,Emmer,1993-03-26,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
OYAR030122EGUFCZ88,S-00007,Kristan,Bostick,Padgett,1981-03-02,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
LYNZ678956IRTIWU66,S-00006,Carmelina,Twist,Grewar,1971-10-29,Baja California,Tijuana,Tijuana,Ignacio,52,49282
WPBH503559APXCXJ94,S-00004,Shaina,Tombleson,Sawell,1999-12-18,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
TGCD284959AKNOTA37,S-00003,Dix,Vink,Grosier,1976-11-29,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
EDSP040628FLHKXZ89,S-00001,Darlleen,Hof,Pavia,1989-09-28,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
FWIH392832ZNSCVT26,S-00007,Eudora,Hurll,Gonnelly,1991-10-03,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
QWRP096558MSICED91,S-00010,Everard,Jagoe,Kleinberer,1980-01-15,Guerrero,Copala,Copala,5 de Mayo,63,69179
QOPO447366WPTKWP88,S-00005,Teddie,Penman,Shillum,1979-02-26,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
CCPE401429UUYTVP41,S-00010,Beale,Norrey,Cornfield,1972-04-16,Guerrero,Copala,Copala,5 de Mayo,63,69179
RAXR920362ANJDPL02,S-00005,Benetta,Abell,Pilgram,1980-06-25,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
CYVU212640GJCYBJ20,S-00014,Zonnya,Pagin,Charity,1972-12-14,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
IYEJ355650EDNZWR45,S-00005,Guillermo,Gerhardt,Hanselmann,1970-05-17,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
ZWWX165162JZNJQB00,S-00002,Dyan,Wolsey,Simpkin,1973-06-21,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
MFIJ971157YDOUHN33,S-00004,Barbe,Longfoot,Farney,1978-10-28,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
IEMX751790TBAUXO50,S-00010,Thea,Edison,Winfindale,1988-01-28,Guerrero,Copala,Copala,5 de Mayo,63,69179
DHMM558778TTPSQT24,S-00014,Cassondra,Tarquini,Wilhelmy,1985-10-23,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
WEAD415557OYZNOC11,S-00013,Almeta,Neylon,Pigot,1977-12-05,Campeche,Champoton,Champoton,Shampoo,53,19183
WNCE910174WQERFR51,S-00009,Mauricio,Bramont,Howsden,1990-06-01,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
BWQV495677DAZURH61,S-00013,Gayleen,McVane,Wisham,1995-01-28,Campeche,Champoton,Champoton,Shampoo,53,19183
SVAX274334ZKGQQQ86,S-00006,Godwin,Bartot,Sweett,1983-12-30,Baja California,Tijuana,Tijuana,Ignacio,52,49282
AASV450655ENZWLZ54,S-00015,Marlyn,Byre,Hearnden,1978-04-08,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
WUWV049125VXYZXS79,S-00005,Eimile,Courtes,Gapp,1988-01-03,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
FCNV177024LUPBWP92,S-00005,Silva,Pieters,Whistance,1972-09-11,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
OGUE892929SNRWED26,S-00003,Darnell,Skells,Dowse,1978-03-25,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
AOSC937605NDHVAQ59,S-00012,Carole,Grigsby,Giacopini,1988-06-14,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
WWUM898644FCJUOF30,S-00015,Markos,Danby,Jarville,1996-01-09,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
CWCC823477BFRKVS93,S-00001,Donnie,Penticoot,Jansie,1971-07-12,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
MMZV938467SZRAGG53,S-00009,Bogart,Matzke,Weddeburn,1976-02-20,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
CVEN277777VOJFYU13,S-00010,Ker,Guerra,Witnall,1986-11-21,Guerrero,Copala,Copala,5 de Mayo,63,69179
QBDM033626VLPPER06,S-00004,Kristina,Dysart,Lengthorn,1978-11-15,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
HXKT785962MSVFXL36,S-00007,Aldis,Ellerby,Abramson,2002-09-16,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
NDNQ436482OHCQHE74,S-00009,Clint,Dymick,Beedon,1971-05-21,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
JFHX542121RHZNOI94,S-00013,Alanah,Mc Kellen,Toppin,1983-10-31,Campeche,Champoton,Champoton,Shampoo,53,19183
YXPE661888JCMAMJ50,S-00001,Travers,Sheather,Vondra,1976-01-31,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
RYMM426592LEHSEL02,S-00010,Rosalind,Leeuwerink,Oland,1979-03-10,Guerrero,Copala,Copala,5 de Mayo,63,69179
PEWP432532YUNEAL94,S-00008,Griffy,January,DeSousa,1974-12-13,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
IJVT410474ZKZJHO03,S-00009,Madelon,Greenroad,Vanner,1993-07-28,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
COLJ299040ZDRFYQ64,S-00002,Baron,Wallsam,Glanders,1989-05-06,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
THRA951051ETNPPX71,S-00001,Darice,Kenneford,Veschi,2002-05-18,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
TSUM744538UHOUQI10,S-00007,Hastings,Longworthy,Wigglesworth,1981-09-22,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
OLRW806925BPNRYT35,S-00006,Albrecht,Champerlen,Jankovic,1988-08-28,Baja California,Tijuana,Tijuana,Ignacio,52,49282
FKCO343780FFLDKA76,S-00004,Butch,Krysztowczyk,Ferber,1990-05-15,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
RILH573532PUKZRS72,S-00006,Shurlock,Cumo,Abrahmer,1976-08-08,Baja California,Tijuana,Tijuana,Ignacio,52,49282
VVPH300093JQEZBK18,S-00007,Viva,Ruggen,Giacobilio,1995-11-09,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
XWUM723506HTXYBI82,S-00013,Immanuel,Decort,Golde,2002-12-06,Campeche,Champoton,Champoton,Shampoo,53,19183
YQZX010903VAZOJW15,S-00002,Iona,Pawellek,Foch,2004-04-26,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
QZDJ309831VWKVYG11,S-00014,Ainsley,Crampsy,Cartledge,1991-10-12,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
NLLI855820MXIUXW41,S-00008,Reider,Giorgietto,Oldcote,1975-08-05,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
TBWB996041PBVSEB71,S-00005,Malachi,Voden,Bebis,1983-01-10,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
WFDT461656HWIMAT09,S-00001,Luciano,Wooff,Gaffney,1971-08-19,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
XKIH073780FORHYP88,S-00002,Cybill,Toynbee,Gittus,1983-08-17,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
QHNI776126LVJENE01,S-00008,Leticia,Bolitho,Saiz,1979-08-03,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
HQVA551248KJBVMH79,S-00007,Sheree,Ginnane,Hillburn,1994-07-26,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
KKZY423716HPXCWU51,S-00001,Gwen,Upshall,Leamy,1971-06-08,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
VGFF690766SMBQRQ40,S-00009,Waly,Sevior,Berzen,1994-10-26,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
MWOY926619OWYWLD49,S-00004,Sheffield,Guilloux,Jambrozek,1996-09-29,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
KTMW969655TXBQIK10,S-00004,Lurline,Gligoraci,Borwick,2000-07-18,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
GWNK174150DWHRBY71,S-00002,Brook,Tomczykowski,Vedishchev,1987-09-04,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
FUAZ823200TUGIWG24,S-00014,Jozef,Taylor,Behagg,1995-01-10,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
AYNO608292PZLIYR64,S-00012,Calley,Panting,Meeus,2001-01-24,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
CCXT886264FSBYFN71,S-00004,Galvin,Rosina,Dumphrey,1988-06-04,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
TLED665972ZGPAIU73,S-00015,Orelie,Mardoll,Capozzi,2001-08-01,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
PELT139471ZIGQHS86,S-00014,Wini,Pennycook,Barthropp,1972-06-19,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
SUVM009333SWKVEZ88,S-00011,Toinette,Dillinger,La Grange,1978-01-16,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
VLJI305261NTZKOF93,S-00005,Corinne,Sherwood,Tomaschke,1989-01-13,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
XNUH837390JPZBEU48,S-00009,Hilario,MacCahee,Mulvaney,1999-03-07,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
MAIS053461FHRVTG01,S-00003,Zaria,Aikman,Orkney,1985-10-21,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
RQTB185593PRRTNM96,S-00001,Abbe,Morican,MacTerrelly,1980-04-17,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
BQLL823626BHZFQC98,S-00008,Francoise,Bratchell,Gillard,1993-02-26,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
IUMS360384QYTDVG20,S-00010,Neall,McVeighty,Cornfield,1990-08-27,Guerrero,Copala,Copala,5 de Mayo,63,69179
KKUI551618RRIYEJ52,S-00004,Lela,MacEnelly,Pieper,1999-12-01,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
HEVA743901YPNGAR94,S-00015,Domini,Jennaway,McElroy,1980-12-09,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
SBBI623408WKUVXM20,S-00014,Cheri,Laver,Wildin,1995-01-12,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
PEZF327823UIJAEK73,S-00014,Morgun,Beel,Farquar,2003-07-16,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
GEEE918280HTAQFM60,S-00011,Brander,Beale,Castro,1996-11-06,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
QNPT195784DPOWWJ99,S-00015,Doti,Beadell,Cogdon,1987-02-04,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
SXIJ063053IAQPBX89,S-00011,Greg,Izkovici,Roycraft,1997-10-25,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
YYZW773859RCVMSQ67,S-00002,Lorelei,Mayell,Stemp,1981-11-01,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
TQAK985363LZLCUB95,S-00001,Veda,Parkman,Ivashkin,1978-03-02,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
BKJK830655VGJLCS11,S-00004,Tarrah,Falla,Ramel,1993-12-30,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
OUCQ497921FKXPGT78,S-00010,Bobina,Roder,Golland,1985-02-03,Guerrero,Copala,Copala,5 de Mayo,63,69179
NDYW584221TMCBML46,S-00003,Jerrilee,Boothebie,Semrad,1979-12-28,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
QMJT649352VPJLVB22,S-00001,Raynor,Hallgate,Kirsch,1985-03-16,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
WMPF988130IFKUGT88,S-00010,Lana,Bernlin,Figin,1974-11-22,Guerrero,Copala,Copala,5 de Mayo,63,69179
PMHV653375PEIYOC70,S-00013,Marty,Billyeald,Ancell,1999-08-22,Campeche,Champoton,Champoton,Shampoo,53,19183
ZSRB388810GAFZUC04,S-00014,Niels,Gatchell,Pouck,1988-06-03,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
UYWH519101NPWNHW70,S-00007,Sascha,Guarnier,Ferrarese,1980-03-21,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
TBIX628628LCUNAY64,S-00009,Heddie,Raraty,Dupree,2003-10-13,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
WCRU708448ASPQOW07,S-00015,Fallon,Prater,Biset,2001-05-20,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
XRCL912616JYGVYI64,S-00015,Edee,Meehan,Vinas,1999-03-09,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
JSOH478011HLNLJL37,S-00008,Chiquia,Mebius,Geddes,1994-07-07,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
BDHE106557ZBCYJD69,S-00012,Ewart,Mort,Pringell,1979-04-18,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
LQSY615024AZNERB73,S-00001,Harper,Spalls,Woodyeare,1981-02-06,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
XOIB246482LZSFYU64,S-00010,Dixie,Peirazzi,Parley,1992-05-29,Guerrero,Copala,Copala,5 de Mayo,63,69179
ZJIK054058RUGWZE35,S-00015,Roma,Cosins,Leidecker,1988-07-03,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
NQJW601278PSLRCJ41,S-00011,Row,Suston,Placide,1970-12-30,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
AMMC399614GBKNHW14,S-00010,Charlean,Dellenbach,Laxton,2000-11-16,Guerrero,Copala,Copala,5 de Mayo,63,69179
HAHT140592WJFPFO32,S-00006,Minne,Twigge,Vasyunkin,1979-11-28,Baja California,Tijuana,Tijuana,Ignacio,52,49282
KUHZ450945RWMXSY23,S-00007,Elsinore,MacDougall,Rawe,1999-11-01,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
QFHE739798LSYBXV27,S-00010,Nefen,Dawney,Kornas,1995-03-12,Guerrero,Copala,Copala,5 de Mayo,63,69179
ETMN703389HYOLLO75,S-00013,Hillard,Durgan,Ruse,1985-08-05,Campeche,Champoton,Champoton,Shampoo,53,19183
ZQPE590024ROJOWP14,S-00011,Aldis,Rottger,Jerson,1974-08-29,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
BOJO548846WQHQDF69,S-00011,Loren,Freda,Vasichev,1995-12-03,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
IBYZ193724BYKCWR08,S-00010,Sutton,Buey,Witty,2002-05-20,Guerrero,Copala,Copala,5 de Mayo,63,69179
IOYG770984ZOTBAA34,S-00002,Sherwood,Andrich,Caven,2003-09-24,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
KDVI464139BZZDIN30,S-00015,Audre,Robottom,Earl,1996-01-20,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
AUGI160823VSUYRO01,S-00004,Shalne,Whewell,Whitesel,1971-07-27,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
SZTK393564MDTIEI96,S-00010,Renate,Twinbrow,Greber,1994-08-21,Guerrero,Copala,Copala,5 de Mayo,63,69179
EKAJ306072KFDHRK66,S-00015,Jory,Swyer,Godlip,1986-04-25,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
PGUY439384LVNGTN46,S-00003,Lorry,Felipe,Cansfield,2001-04-21,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
ZLHQ696098BFGAQV96,S-00014,Fernando,Croneen,Earwicker,1993-11-30,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
BVIB907721WTLSNI29,S-00013,Nelia,Rodie,Donohue,1973-07-11,Campeche,Champoton,Champoton,Shampoo,53,19183
EHOJ931745YMVARB38,S-00006,Ree,Ast,Deely,2001-06-10,Baja California,Tijuana,Tijuana,Ignacio,52,49282
LUJK877807HKWQNI82,S-00004,Merrilee,Marvelley,Goodman,1993-04-23,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
MDOF469455YXVKTJ71,S-00003,Adah,Matschke,Joskowitz,1989-05-21,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
TASJ348389BCBMOG55,S-00005,Nahum,Slocket,Stranahan,2000-10-29,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
OBMC428389TNBXHT68,S-00011,Cyril,Kittredge,McGannon,1975-01-07,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
CEZW644058JQZSIV11,S-00009,Town,Stanmer,Colles,1986-03-03,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
EOBN315772MTTNNY84,S-00009,Hayley,Palke,Uppett,1984-01-24,Chihuahua,Juan Aldama,Juan Aldama,Jose Vasconcelos,34,48173
VXOU892048OAVPXI41,S-00010,Tim,Dixie,Briscoe,1997-06-22,Guerrero,Copala,Copala,5 de Mayo,63,69179
IFQG054989OYZPFB83,S-00005,Hesther,Gillean,Andreev,1997-04-02,Nuevo Leon,Pesqueria,Pesqueria,Trucha,13,02741
ABUZ664685WFHMHJ20,S-00015,Donnell,Alenshev,Rennie,1971-08-09,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
VVLF768358HTXYYL10,S-00003,Malinde,Urrey,Greenshiels,1971-01-24,Queretaro,Peñamiller,Peñamiller,Zapata,10,83963
XPAG994551RSIWOI74,S-00006,Aggie,Skivington,Aspell,1996-08-18,Baja California,Tijuana,Tijuana,Ignacio,52,49282
BMEJ333617LPQPPQ59,S-00007,Sharyl,Whylie,Le Maitre,2001-02-17,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Villa,8,92837
PVPL292786MPEXWP77,S-00001,Celisse,Gherarducci,Carncross,1998-10-15,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
AINL964614SWHBVV22,S-00004,Juieta,Farmery,Mouton,1975-05-28,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
XNHT686005GVLGMK92,S-00004,Cordelie,Dunthorn,Ridings,1999-08-24,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Santa Tuna,87,73187
VDBX740197IRJFDO08,S-00008,Sherwin,Goney,Druce,1972-02-05,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
HPPT074368ZSVLMW57,S-00013,Robert,Mattusov,Clapson,2000-05-21,Campeche,Champoton,Champoton,Shampoo,53,19183
WZRO396626VPUAWH08,S-00011,Meier,Kornilyev,Fishlee,1985-07-03,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
IWVF575907VBSNPN78,S-00002,Dede,Mazonowicz,Ellen,1976-02-09,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
ICAO973414DEDQES48,S-00013,Lamar,Binner,Waller-Bridge,1980-09-23,Campeche,Champoton,Champoton,Shampoo,53,19183
TRCP806055SGEQLZ07,S-00002,Emlen,Ommundsen,Wickmann,1984-03-03,Aguascalientes,Palo Alto,Palo Alto,Aguasfrias,49,94040
EGHS485760NTIJQG83,S-00014,Barnie,Pilbeam,De Normanville,1979-09-18,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
UFPQ249673XCZTLF48,S-00010,Hewie,Handrick,Ellson,1991-01-05,Guerrero,Copala,Copala,5 de Mayo,63,69179
MKHV234337QSXWKU05,S-00014,Dorri,Dog,Pietruszka,1987-07-26,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
NNVU470773CLBHJX28,S-00015,Lethia,Novill,Greenroa,1988-06-03,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
JLDS139239QGCJBV98,S-00011,Modesta,Ellerey,Tatham,1998-06-08,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
PCLX187997WOVJEY49,S-00008,Yorke,Tookill,Behrend,1988-09-23,Oaxaca,El Espinal,El Espinal,Iturbide,48,49617
NQAP660389FHSZWQ67,S-00011,Deck,Dearn,Rapinett,2002-01-20,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
ACMI475324YHLWAE14,S-00014,Daryl,Yorkston,Coutthart,1976-03-19,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Xbox,123,59173
CFAK957739ILTTLK29,S-00001,Oswald,Shadrack,Crofts,1984-01-30,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
UKEX207557QVLJQJ26,S-00010,Stanislaus,Hayesman,Mears,1980-04-09,Guerrero,Copala,Copala,5 de Mayo,63,69179
MGAH118327KSRSAF28,S-00011,Charlton,Eustice,Vahey,1987-10-21,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
NSRF752574TUINIV85,S-00012,Tedie,Mundie,Orrin,1982-08-11,Morelos,Cuernavaca,Cuernavaca,Santo Domingo,7,07381
AAXY429793WCMDDC57,S-00011,Kendal,Connew,Glavis,1986-06-22,Coahuila de Zaragoza,Lamadrid,Lamadrid,Ejercito Insurgente,93,02717
ATWF157004QIZYCD99,S-00006,Lorenzo,Baack,Boyes,1982-05-24,Baja California,Tijuana,Tijuana,Ignacio,52,49282
BLHK992849MNXFKR90,S-00015,Dorothy,Painswick,Garwood,1982-05-02,Hidalgo,Pachuca de Soto,Pachuca de Soto,Queso Cubano,19,21912
VHMW210837PNDOLA40,S-00001,Marney,Pardon,Derobert,1980-10-12,Distrito Federal,N/A,Churubusco,Rafael Oliva,32,04120
